feature_set_id,feature_set,estimator,estimator_id,seed,r2,rmse,mae,spearman,validation_score,runtime_seconds,status,best_params_json,source
B+C,Site + Context,RBF-SVR,svr,0,0.34371259755603467,0.9255264071628143,0.5282788849938564,0.7078706673727878,,,completed_reused,"{""C"": 13.48534177645495, ""epsilon"": 0.02537387221090326, ""gamma"": 0.029344926234277532}",results/benchmark/estimator_comparison/Site_Context_svr/seed_0/metrics.json
B+C,Site + Context,RBF-SVR,svr,1,0.3181090493901908,0.9434073252203028,0.5368519308412726,0.6935949148150632,,,completed_reused,"{""C"": 2.0590626199799527, ""epsilon"": 0.03126805498587429, ""gamma"": 0.03739795034957751}",results/benchmark/estimator_comparison/Site_Context_svr/seed_1/metrics.json
B+C,Site + Context,RBF-SVR,svr,2,0.3636213206319885,0.911380204041853,0.552900296966391,0.6853046801456876,,,completed_reused,"{""C"": 37.14497841991642, ""epsilon"": 0.03914563264533905, ""gamma"": 0.03232249296465874}",results/benchmark/estimator_comparison/Site_Context_svr/seed_2/metrics.json
B+C,Site + Context,RBF-SVR,svr,3,0.29826008612908206,0.9570395162367322,0.5444960075415599,0.6944141833356337,,,completed_reused,"{""C"": 0.7046676192168849, ""epsilon"": 0.00156422495537211, ""gamma"": 0.10556140737709224}",results/benchmark/estimator_comparison/Site_Context_svr/seed_3/metrics.json
B+C,Site + Context,RBF-SVR,svr,4,0.357550505412884,0.9157169993309883,0.5319150654774613,0.7008755822540002,,,completed_reused,"{""C"": 14.842424488695768, ""epsilon"": 0.15091559102434382, ""gamma"": 0.04986672961143791}",results/benchmark/estimator_comparison/Site_Context_svr/seed_4/metrics.json
B+C,Site + Context,XGBoost,xgboost,0,0.39580807051610767,0.88803327752362,0.5619464186186627,0.6814984468590534,,,completed_reused,"{""colsample_bytree"": 0.683311616998781, ""learning_rate"": 0.010160746899583066, ""max_depth"": 8, ""min_child_weight"": 6, ""n_estimators"": 488, ""reg_alpha"": 2.049210514753594e-06, ""reg_lambda"": 0.00298154973585585, ""subsample"": 0.7583574918644345}",results/benchmark/estimator_comparison/Site_Context_xgboost/seed_0/metrics.json
B+C,Site + Context,XGBoost,xgboost,1,0.3873723166842108,0.8942111677796178,0.5620604814279033,0.6786869656076076,,,completed_reused,"{""colsample_bytree"": 0.5692705286685923, ""learning_rate"": 0.031885271321544575, ""max_depth"": 7, ""min_child_weight"": 3, ""n_estimators"": 274, ""reg_alpha"": 0.9228361054935057, ""reg_lambda"": 3.724448774495503, ""subsample"": 0.9285925084266666}",results/benchmark/estimator_comparison/Site_Context_xgboost/seed_1/metrics.json
B+C,Site + Context,XGBoost,xgboost,2,0.3815203114119855,0.8984719050207849,0.571449667823394,0.6773584689132426,,,completed_reused,"{""colsample_bytree"": 0.808247243202469, ""learning_rate"": 0.01801587721520686, ""max_depth"": 10, ""min_child_weight"": 9, ""n_estimators"": 556, ""reg_alpha"": 0.00030006074878454397, ""reg_lambda"": 0.4379851775777677, ""subsample"": 0.5985537656537288}",results/benchmark/estimator_comparison/Site_Context_xgboost/seed_2/metrics.json
B+C,Site + Context,XGBoost,xgboost,3,0.3744323831164382,0.9036055923357873,0.5728114865595479,0.665959874380313,,,completed_reused,"{""colsample_bytree"": 0.6805061541474773, ""learning_rate"": 0.03576154878138061, ""max_depth"": 5, ""min_child_weight"": 2, ""n_estimators"": 394, ""reg_alpha"": 0.0032639085518648674, ""reg_lambda"": 7.0223407928198545e-06, ""subsample"": 0.8960749547573664}",results/benchmark/estimator_comparison/Site_Context_xgboost/seed_3/metrics.json
B+C,Site + Context,XGBoost,xgboost,4,0.3915379637809041,0.8911658255708299,0.5625249276631611,0.6843774985908407,,,completed_reused,"{""colsample_bytree"": 0.991126885106318, ""learning_rate"": 0.024877149615152937, ""max_depth"": 9, ""min_child_weight"": 7, ""n_estimators"": 172, ""reg_alpha"": 6.703636974307736e-06, ""reg_lambda"": 1.7007382198471512e-06, ""subsample"": 0.605555960664129}",results/benchmark/estimator_comparison/Site_Context_xgboost/seed_4/metrics.json
A+B+C,Chemistry + Site + Context,Ridge,ridge,0,0.1771506279402979,1.036339261479643,0.6678606449154461,0.5462495695571561,,,completed_reused,"{""alpha"": 0.05330265674329515}",results/benchmark/estimator_comparison/Chem_Site_Context_ridge/seed_0/metrics.json
A+B+C,Chemistry + Site + Context,Ridge,ridge,1,0.17776092266084564,1.0359548717488332,0.6677262343212238,0.5463502091721189,,,completed_reused,"{""alpha"": 0.22016990119179042}",results/benchmark/estimator_comparison/Chem_Site_Context_ridge/seed_1/metrics.json
A+B+C,Chemistry + Site + Context,Ridge,ridge,2,0.17697757941626202,1.0364482289030004,0.6678950387749715,0.5461814008683277,,,completed_reused,"{""alpha"": 0.016780811517588694}",results/benchmark/estimator_comparison/Chem_Site_Context_ridge/seed_2/metrics.json
A+B+C,Chemistry + Site + Context,Ridge,ridge,3,0.17713424946623313,1.0363495753790213,0.6678638864403711,0.5462412834177289,,,completed_reused,"{""alpha"": 0.04982026839977525}",results/benchmark/estimator_comparison/Chem_Site_Context_ridge/seed_3/metrics.json
A+B+C,Chemistry + Site + Context,Ridge,ridge,4,0.17695097141362937,1.0364649827566148,0.6679003356703963,0.5461581205379988,,,completed_reused,"{""alpha"": 0.011218864470438562}",results/benchmark/estimator_comparison/Chem_Site_Context_ridge/seed_4/metrics.json
A+B+C,Chemistry + Site + Context,ElasticNet,elasticnet,0,0.17759245788806632,1.0360609923216428,0.6677990845345033,0.54637625126553,,,completed_reused,"{""alpha"": 1.8159689125085955e-05, ""l1_ratio"": 0.4971570325722281}",results/benchmark/estimator_comparison/Chem_Site_Context_elasticnet/seed_0/metrics.json
A+B+C,Chemistry + Site + Context,ElasticNet,elasticnet,1,0.17807681602764458,1.0357558525591903,0.6676999849635287,0.546668949963508,,,completed_reused,"{""alpha"": 4.073552545020919e-05, ""l1_ratio"": 0.193853673662228}",results/benchmark/estimator_comparison/Chem_Site_Context_elasticnet/seed_1/metrics.json
A+B+C,Chemistry + Site + Context,ElasticNet,elasticnet,2,0.1785471319066726,1.0354594732017957,0.6676617433976414,0.5466474926780672,,,completed_reused,"{""alpha"": 3.800052684420755e-05, ""l1_ratio"": 0.7094293448719378}",results/benchmark/estimator_comparison/Chem_Site_Context_elasticnet/seed_2/metrics.json
A+B+C,Chemistry + Site + Context,ElasticNet,elasticnet,3,0.17907822580183919,1.0351246912922296,0.6675836769289627,0.5466490461445986,,,completed_reused,"{""alpha"": 5.02190118161959e-05, ""l1_ratio"": 0.7233113128582305}",results/benchmark/estimator_comparison/Chem_Site_Context_elasticnet/seed_3/metrics.json
A+B+C,Chemistry + Site + Context,ElasticNet,elasticnet,4,0.1792347620258019,1.03502599599588,0.6675524223207098,0.5466495606798912,,,completed_reused,"{""alpha"": 5.7362255734085266e-05, ""l1_ratio"": 0.6384013347934315}",results/benchmark/estimator_comparison/Chem_Site_Context_elasticnet/seed_4/metrics.json
A+B+C,Chemistry + Site + Context,Random Forest,random_forest,0,0.4710899332320062,0.8308692707317139,0.5058468800535263,0.7413939142631865,,,completed_reused,"{""max_depth"": 20, ""min_samples_leaf"": 1, ""min_samples_split"": 12, ""n_estimators"": 463}",results/benchmark/estimator_comparison/Chem_Site_Context_random_forest/seed_0/metrics.json
A+B+C,Chemistry + Site + Context,Random Forest,random_forest,1,0.46020027735547464,0.8393790183789641,0.5042536941937711,0.7437850472606167,,,completed_reused,"{""max_depth"": 20, ""min_samples_leaf"": 4, ""min_samples_split"": 8, ""n_estimators"": 231}",results/benchmark/estimator_comparison/Chem_Site_Context_random_forest/seed_1/metrics.json
A+B+C,Chemistry + Site + Context,Random Forest,random_forest,2,0.4580966634194653,0.8410129692655908,0.5084741402218207,0.734161570152845,,,completed_reused,"{""max_depth"": 13, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 231}",results/benchmark/estimator_comparison/Chem_Site_Context_random_forest/seed_2/metrics.json
A+B+C,Chemistry + Site + Context,Random Forest,random_forest,3,0.45928904432041784,0.8400871952614049,0.5046789818220803,0.7421748369747615,,,completed_reused,"{""max_depth"": 16, ""min_samples_leaf"": 3, ""min_samples_split"": 10, ""n_estimators"": 307}",results/benchmark/estimator_comparison/Chem_Site_Context_random_forest/seed_3/metrics.json
A+B+C,Chemistry + Site + Context,Random Forest,random_forest,4,0.4619188178504249,0.8380418031875215,0.5040053355327327,0.7411501632691478,,,completed_reused,"{""max_depth"": 15, ""min_samples_leaf"": 5, ""min_samples_split"": 10, ""n_estimators"": 150}",results/benchmark/estimator_comparison/Chem_Site_Context_random_forest/seed_4/metrics.json
A+B+C,Chemistry + Site + Context,RBF-SVR,svr,0,0.33298622325273664,0.9330591639907746,0.512430768534158,0.7191898116534767,,,completed_reused,"{""C"": 9.575084549830287, ""epsilon"": 0.0017628522503283068, ""gamma"": 0.002894503067722193}",results/benchmark/estimator_comparison/Chem_Site_Context_svr/seed_0/metrics.json
A+B+C,Chemistry + Site + Context,RBF-SVR,svr,1,0.3964613964629763,0.88755302275899,0.4786685040197379,0.7602419561086545,,,completed_reused,"{""C"": 3.371962906703153, ""epsilon"": 0.0012971443227692094, ""gamma"": 0.01508029863308994}",results/benchmark/estimator_comparison/Chem_Site_Context_svr/seed_1/metrics.json
A+B+C,Chemistry + Site + Context,RBF-SVR,svr,2,0.3896995178587995,0.8925111227177018,0.5135679260957351,0.7384605879310342,,,completed_reused,"{""C"": 6.912057904735645, ""epsilon"": 0.4962890614641808, ""gamma"": 0.007887224722297243}",results/benchmark/estimator_comparison/Chem_Site_Context_svr/seed_2/metrics.json
A+B+C,Chemistry + Site + Context,RBF-SVR,svr,3,0.41493529026295817,0.8738637659014272,0.5025435629067672,0.7359348416759188,,,completed_reused,"{""C"": 35.5829887868298, ""epsilon"": 0.0013439830516812196, ""gamma"": 0.01865244900360232}",results/benchmark/estimator_comparison/Chem_Site_Context_svr/seed_3/metrics.json
A+B+C,Chemistry + Site + Context,RBF-SVR,svr,4,0.39833920456349325,0.8861712116828303,0.48538029165553653,0.7550879962278627,,,completed_reused,"{""C"": 25.26493185409725, ""epsilon"": 0.030051579215430373, ""gamma"": 0.006400694997102941}",results/benchmark/estimator_comparison/Chem_Site_Context_svr/seed_4/metrics.json
A+B+C,Chemistry + Site + Context,XGBoost,xgboost,0,0.4675730739840568,0.8336270259512024,0.4988235016459394,0.7439220929969289,,,completed_reused,"{""colsample_bytree"": 0.796425168662833, ""learning_rate"": 0.019519457366955775, ""max_depth"": 7, ""min_child_weight"": 7, ""n_estimators"": 530, ""reg_alpha"": 8.941605690050117e-05, ""reg_lambda"": 6.937994710397839, ""subsample"": 0.7072173844707901}",results/benchmark/estimator_comparison/Chem_Site_Context_xgboost/seed_0/metrics.json
A+B+C,Chemistry + Site + Context,XGBoost,xgboost,1,0.45678629243499635,0.8420291777986088,0.5134767684492229,0.7286154100248667,,,completed_reused,"{""colsample_bytree"": 0.9795092326404662, ""learning_rate"": 0.021204420257220018, ""max_depth"": 4, ""min_child_weight"": 7, ""n_estimators"": 872, ""reg_alpha"": 0.0006104062823831231, ""reg_lambda"": 0.00014415121259708595, ""subsample"": 0.5413925268430815}",results/benchmark/estimator_comparison/Chem_Site_Context_xgboost/seed_1/metrics.json
A+B+C,Chemistry + Site + Context,XGBoost,xgboost,2,0.46086115978314357,0.8388650307694591,0.5098862605549946,0.7352127927979817,,,completed_reused,"{""colsample_bytree"": 0.8141623922730181, ""learning_rate"": 0.02464642482388823, ""max_depth"": 5, ""min_child_weight"": 2, ""n_estimators"": 402, ""reg_alpha"": 0.008548946074458646, ""reg_lambda"": 1.3618047799955293, ""subsample"": 0.8726695420821594}",results/benchmark/estimator_comparison/Chem_Site_Context_xgboost/seed_2/metrics.json
A+B+C,Chemistry + Site + Context,XGBoost,xgboost,3,0.4463870779210576,0.8500508185228992,0.5227880484763305,0.716901781972499,,,completed_reused,"{""colsample_bytree"": 0.6028502078038063, ""learning_rate"": 0.038649878530712924, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 992, ""reg_alpha"": 1.9808391617612675e-05, ""reg_lambda"": 3.754411960260967e-06, ""subsample"": 0.8072391661378918}",results/benchmark/estimator_comparison/Chem_Site_Context_xgboost/seed_3/metrics.json
A+B+C,Chemistry + Site + Context,XGBoost,xgboost,4,0.47207816812258196,0.8300926945671675,0.498254334649557,0.7464295411011085,,,completed_reused,"{""colsample_bytree"": 0.8797472674741742, ""learning_rate"": 0.013617072208157792, ""max_depth"": 6, ""min_child_weight"": 7, ""n_estimators"": 812, ""reg_alpha"": 1.2375770283641473e-05, ""reg_lambda"": 2.9501441348463497e-05, ""subsample"": 0.8091674346245505}",results/benchmark/estimator_comparison/Chem_Site_Context_xgboost/seed_4/metrics.json
