family_id,source,model,n_historical,n_support,n_test,valid_pair_count,correct_pair_count,pairwise_accuracy,within_family_spearman
2023_Ghosh|len=7|Circle,2023_Ghosh,Sequence,7216,3,5,9,4,0.4444444444444444,
2023_Ghosh|len=7|Circle,2023_Ghosh,Chemistry,7216,3,5,9,4,0.4444444444444444,
2023_Ghosh|len=7|Circle,2023_Ghosh,Chemistry + Site,7216,3,5,9,5,0.5555555555555556,0.15389675281277312
2023_Ghosh|len=7|Circle,2023_Ghosh,Chemistry + Site + Context,7216,3,5,9,4,0.4444444444444444,0.05129891760425771
2023_Ghosh|len=7|Circle,2023_Ghosh,ECFP,7216,3,5,9,2,0.2222222222222222,-0.5735393346764044
2023_Ghosh|len=8|Circle,2023_Ghosh,Sequence,7215,3,6,15,11,0.7333333333333333,
2023_Ghosh|len=8|Circle,2023_Ghosh,Chemistry,7215,3,6,15,10,0.6666666666666666,0.2927700218845599
2023_Ghosh|len=8|Circle,2023_Ghosh,Chemistry + Site,7215,3,6,15,9,0.6,0.15179418517972906
2023_Ghosh|len=8|Circle,2023_Ghosh,Chemistry + Site + Context,7215,3,6,15,5,0.3333333333333333,-0.5768179036829705
2023_Ghosh|len=8|Circle,2023_Ghosh,ECFP,7215,3,6,15,7,0.4666666666666667,-0.029424494316824982
2024_Faris|len=9|Circle,2024_Faris,Sequence,6990,70,164,13176,5325,0.404143897996357,-0.2942117598295144
2024_Faris|len=9|Circle,2024_Faris,Chemistry,6990,70,164,13176,7183,0.5451578627808136,0.1499636182828987
2024_Faris|len=9|Circle,2024_Faris,Chemistry + Site,6990,70,164,13176,7059,0.5357468123861566,0.10094689271482829
2024_Faris|len=9|Circle,2024_Faris,Chemistry + Site + Context,6990,70,164,13176,7209,0.5471311475409836,0.13029343167478424
2024_Faris|len=9|Circle,2024_Faris,ECFP,6990,70,164,13176,7121,0.5404523375834851,0.1295045794459556
2024_Koch|len=9|Circle,2024_Koch,Sequence,7170,16,38,703,365,0.519203413940256,0.043366506966222074
2024_Koch|len=9|Circle,2024_Koch,Chemistry,7170,16,38,703,363,0.5163584637268848,0.05838540034833173
2024_Koch|len=9|Circle,2024_Koch,Chemistry + Site,7170,16,38,703,442,0.6287339971550497,0.36625803571960747
2024_Koch|len=9|Circle,2024_Koch,Chemistry + Site + Context,7170,16,38,703,377,0.5362731152204836,0.12125533702143115
2024_Koch|len=9|Circle,2024_Koch,ECFP,7170,16,38,703,401,0.5704125177809388,0.16442887953880117
2024_Otani|len=5|Circle,2024_Otani,Sequence,7216,3,5,10,8,0.8,0.7071067811865475
2024_Otani|len=5|Circle,2024_Otani,Chemistry,7216,3,5,10,4,0.4,-0.5642880936468347
2024_Otani|len=5|Circle,2024_Otani,Chemistry + Site,7216,3,5,10,2,0.2,-0.7
2024_Otani|len=5|Circle,2024_Otani,Chemistry + Site + Context,7216,3,5,10,8,0.8,0.7
2024_Otani|len=5|Circle,2024_Otani,ECFP,7216,3,5,10,6,0.6,0.10540925533894596
