cutoff,sample_id,max_tanimoto,mean_top5_tanimoto
2019,CYCPEPTMPDB_PAMPA_002764,0.7638888888888888,0.7225682365116771
2019,CYCPEPTMPDB_PAMPA_002529,0.8305084745762712,0.813862202435193
2019,CYCPEPTMPDB_PAMPA_004112,0.7384615384615385,0.7263222143043372
2019,CYCPEPTMPDB_PAMPA_006187,0.47560975609756095,0.4559723903472551
2019,CYCPEPTMPDB_PAMPA_004771,0.7662337662337663,0.7383200783470928
2019,CYCPEPTMPDB_PAMPA_006531,0.7121212121212122,0.6473126220185044
2019,CYCPEPTMPDB_PAMPA_003510,0.9152542372881356,0.8542541997237267
2019,CYCPEPTMPDB_PAMPA_006489,0.6764705882352942,0.6192071227237468
2019,CYCPEPTMPDB_PAMPA_004827,0.676923076923077,0.661736839200971
2019,CYCPEPTMPDB_PAMPA_005047,0.8548387096774194,0.8257501280081925
2019,CYCPEPTMPDB_PAMPA_002998,0.8709677419354839,0.8358733516322093
2019,CYCPEPTMPDB_PAMPA_003703,0.7846153846153846,0.7554717746022094
2019,CYCPEPTMPDB_PAMPA_007072,0.5512820512820513,0.5295142467027877
2019,CYCPEPTMPDB_PAMPA_003211,0.746268656716418,0.7223105617784555
2019,CYCPEPTMPDB_PAMPA_005429,0.5238095238095238,0.4813750954927425
2019,CYCPEPTMPDB_PAMPA_005682,0.5357142857142857,0.4920616883116883
2019,CYCPEPTMPDB_PAMPA_007015,0.6,0.5597781879698565
2019,CYCPEPTMPDB_PAMPA_003764,0.676056338028169,0.659480273453587
2019,CYCPEPTMPDB_PAMPA_006463,0.5384615384615384,0.5056294384192183
2019,CYCPEPTMPDB_PAMPA_002947,0.7638888888888888,0.7225682365116771
2019,CYCPEPTMPDB_PAMPA_006432,0.5972222222222222,0.5592846895478474
2019,CYCPEPTMPDB_PAMPA_003254,0.8153846153846154,0.7961892968142967
2019,CYCPEPTMPDB_PAMPA_002403,0.6944444444444444,0.6723923596020082
2019,CYCPEPTMPDB_PAMPA_005879,0.5357142857142857,0.4920616883116883
2019,CYCPEPTMPDB_PAMPA_003579,0.6626506024096386,0.6551541163518484
2019,CYCPEPTMPDB_PAMPA_006898,0.6521739130434783,0.6085994625685421
2019,CYCPEPTMPDB_PAMPA_006521,0.696969696969697,0.6374169197303526
2019,CYCPEPTMPDB_PAMPA_004456,0.8035714285714286,0.7492388758782202
2019,CYCPEPTMPDB_PAMPA_004913,0.7258064516129032,0.6807883498302372
2019,CYCPEPTMPDB_PAMPA_004770,0.7532467532467533,0.735706484277437
2019,CYCPEPTMPDB_PAMPA_007112,0.4268292682926829,0.40412701872012075
2019,CYCPEPTMPDB_PAMPA_003301,0.7164179104477612,0.6689710401713764
2019,CYCPEPTMPDB_PAMPA_002667,0.7868852459016393,0.7428271569783996
2019,CYCPEPTMPDB_PAMPA_007256,0.631578947368421,0.6043004120272724
2019,CYCPEPTMPDB_PAMPA_004722,0.6805555555555556,0.6629285396061659
2019,CYCPEPTMPDB_PAMPA_002795,0.7285714285714285,0.6781590447700808
2019,CYCPEPTMPDB_PAMPA_003068,0.8,0.7437534600885367
2019,CYCPEPTMPDB_PAMPA_002925,0.8412698412698413,0.7979043179043179
2019,CYCPEPTMPDB_PAMPA_003265,0.8275862068965517,0.7889196313390773
2019,CYCPEPTMPDB_PAMPA_002469,0.7868852459016393,0.7428271569783996
2019,CYCPEPTMPDB_PAMPA_003027,0.9322033898305084,0.8662070735072197
2019,CYCPEPTMPDB_PAMPA_003060,0.6891891891891891,0.6636255974284143
2019,CYCPEPTMPDB_PAMPA_007117,0.4375,0.4156773690903129
