number,value,state,param_n_estimators,param_max_depth,param_learning_rate,param_subsample,param_colsample_bytree,param_min_child_weight,param_reg_alpha,param_reg_lambda,param_gamma
0,0.8526167237621378,TrialState.COMPLETE,1197,4,0.07953614476296722,0.5853139098891775,0.7952303089719843,19,0.0036015852987508726,0.005179873349250759,2.922932176776898
1,0.9135205989343025,TrialState.COMPLETE,1405,2,0.005918830414707417,0.8622061538626222,0.6866188882831659,19,0.0003092155585334471,1.9586882024523822e-07,4.66232614784057
2,0.9056572917036125,TrialState.COMPLETE,1230,2,0.027501709791799122,0.9749036874566175,0.732860047042242,20,4.727092034435639e-05,0.002730234661901015,6.456176403486341
3,0.8447673839354883,TrialState.COMPLETE,362,10,0.009186645643392308,0.7754586770169006,0.5415214578556453,16,0.028899440528604572,0.15045683677962438,1.2833757656451406
4,0.8458429685158967,TrialState.COMPLETE,607,9,0.012158282224345274,0.6717183972065295,0.8412553818288138,11,2.321561585314441e-07,3.213415604909613,2.7589526943786655
5,0.8840155853748458,TrialState.COMPLETE,1025,10,0.055436229941333265,0.6279654051868423,0.7302623834404172,7,9.053739690318009e-05,88.9995328270531,5.628757759570937
6,0.8943581906517261,TrialState.COMPLETE,1735,2,0.006521419410564289,0.5304599024822254,0.9886717903775787,10,0.21007636452595357,0.002703695856333654,2.903645840334267
7,0.8561002350091406,TrialState.COMPLETE,1157,4,0.040792849062775735,0.7360051582491915,0.954842021161791,19,9.219092495537122e-05,1.8759745270143336e-05,3.332695800348082
8,0.8915304605711972,TrialState.COMPLETE,1094,10,0.006285593680784754,0.5283753456626574,0.5577259584710172,11,0.0005971918077165088,0.008191674252834787,8.94667936301915
9,0.861724863895876,TrialState.COMPLETE,403,5,0.009238734752168057,0.800791197178201,0.9331379650253502,17,0.0003204562241641315,0.0010713431957866538,0.600951726610871
10,0.9059048629420313,TrialState.COMPLETE,1819,7,0.16911072391258872,0.9617736725952197,0.5031329517040477,1,6.5033213791677,2.0116135305154154e-08,9.870675489429601
11,0.8344361972505951,TrialState.COMPLETE,300,8,0.01767730139338038,0.7064396747594278,0.8512967106311333,14,1.9636180911200612e-08,6.3668512221345495,0.05577158875744326
12,0.8383680634293504,TrialState.COMPLETE,241,8,0.0195169370788411,0.7539138922629168,0.6182841136894601,14,1.1744277973258166e-07,0.94698734260901,0.33531334296422177
13,0.8362118728465071,TrialState.COMPLETE,670,8,0.019049591761116945,0.7009112329417273,0.6272762240551809,14,1.108714243155866e-08,8.352352640382366,0.0786826277962458
14,0.8412385226636063,TrialState.COMPLETE,737,7,0.02519321773712919,0.6776561372040066,0.8627603943255583,14,1.4776627926735744e-08,57.09820583207656,1.5641228415245163
15,0.8292949037388841,TrialState.COMPLETE,710,7,0.01697504692090922,0.8598837111144837,0.6553146062110791,6,1.6420885693426016e-06,4.73995235208627,0.035455708539982034
16,0.8395408504797186,TrialState.COMPLETE,831,6,0.014748752718333999,0.8788425269995592,0.8640115609220036,4,2.7295322120838646e-06,0.15371205620269215,1.8095322098039315
17,0.8338046562366832,TrialState.COMPLETE,457,8,0.03851078548541105,0.8526431245135229,0.786877414103917,7,1.2728151066988389e-06,0.12965879385984908,0.012898953816844638
18,0.8393052937602454,TrialState.COMPLETE,545,6,0.09029148239723538,0.8980711738673379,0.6619503620683121,6,4.978172267920931e-06,4.623990161957471e-05,1.7449243487453416
19,0.8537521210010748,TrialState.COMPLETE,930,7,0.038066647700056196,0.8497910997712051,0.7758975987754477,8,3.1266765108369907e-06,0.10161638053013056,3.943231010911761
20,0.859518652724027,TrialState.COMPLETE,484,9,0.166365852169314,0.9268724108000869,0.7044488209961811,3,4.198939884486405e-07,2.6295132055106123e-05,1.1652288573686151
21,0.8295681877797799,TrialState.COMPLETE,220,8,0.03378682527226622,0.8159099926294617,0.7990674913332356,9,7.25961662476555e-08,1.4072638454487232,0.16231940015189128
22,0.8350182678846662,TrialState.COMPLETE,235,9,0.033063220313787854,0.8181104359573294,0.7950240284780704,9,1.0309491423959912e-06,0.5601701324783669,1.0407894451819821
23,0.8347818764369842,TrialState.COMPLETE,495,6,0.05316822507531634,0.8265942363990286,0.908771243900404,5,7.434302987902872e-08,0.029847521398111775,2.003820971394314
24,0.8339506122288272,TrialState.COMPLETE,744,8,0.05361449632176225,0.9248838996236688,0.7543087606675416,2,1.2880106319796492e-05,1.5108119858595133,0.7275880927380145
25,0.8490574468840919,TrialState.COMPLETE,412,7,0.08262896915247196,0.7870601625560025,0.8172158490917155,7,6.258636022525412e-07,22.960153624283354,2.4198845742733863
26,0.835784464578341,TrialState.COMPLETE,864,9,0.02670642145432014,0.841856028838402,0.6280352719647647,5,1.0785931121553334e-05,0.0004771364818657208,0.07510004680933319
27,0.8416486767313576,TrialState.COMPLETE,600,5,0.11248266011201546,0.904532921442568,0.9084629403852813,12,5.854495638832199e-08,0.03839845503134601,1.023874007717351
28,0.8449857788850734,TrialState.COMPLETE,225,8,0.012725805690079103,0.9409140046063771,0.6722886005656102,9,7.644812279014295e-07,0.45376962215803796,0.7831577424003664
29,0.846078446012529,TrialState.COMPLETE,1351,5,0.04479964493754897,0.8726502425847515,0.7744463120037014,7,1.7649895088262942e-05,13.224899687847165,2.2221867093914653
30,0.8755084660587521,TrialState.COMPLETE,439,7,0.06569198035189239,0.9867425019430409,0.582254592342068,4,0.005490929014452231,0.017684107493814154,7.5864225613455805
31,0.8367260041862908,TrialState.COMPLETE,740,8,0.05111375364876973,0.9125686606693819,0.7522911108183491,1,1.5360256223961094e-05,1.6658066583245201,0.7000555506562856
32,0.8279191397374038,TrialState.COMPLETE,762,8,0.03361760116993022,0.8650177703450734,0.8151461065537879,2,1.9667226545109993e-06,2.5512396200309637,0.044353203074100706
33,0.8368442711358413,TrialState.COMPLETE,998,9,0.03212674121333049,0.8758759830774555,0.8111873507286729,6,1.0863240414121511e-06,0.2501890643781901,0.16609924797444353
34,0.8362599312678016,TrialState.COMPLETE,344,6,0.021700196870092663,0.8129121816357786,0.6996158103775649,3,1.2810301751235737e-07,3.46980564648858,1.5176398632933636
35,0.8313124999646744,TrialState.COMPLETE,630,7,0.031491983354930246,0.7734486118953477,0.7294078715103983,9,3.8730148311122445e-08,25.087187295908397,0.01356954441994132
36,0.8557561548595483,TrialState.COMPLETE,874,7,0.023904248255095198,0.7626194003149683,0.7153632521901176,12,2.1893643319036587e-07,30.78883339539701,3.3493213004015465
37,0.847996769833839,TrialState.COMPLETE,643,6,0.015244207218056855,0.7437829841139799,0.6550019705845905,9,4.3942901014535724e-08,85.86422767246209,1.1671797279650762
38,0.8399873733085884,TrialState.COMPLETE,1580,3,0.03146986580282028,0.615446634030719,0.7403833089051693,10,4.809197088455699e-05,3.6829220968308953,0.6581022337826129
39,0.864255294570197,TrialState.COMPLETE,1193,9,0.0091047033853075,0.7808937885460404,0.8313913854160964,8,3.138724566820108e-08,16.28549536517184,4.798953451207186
40,0.8393153539447613,TrialState.COMPLETE,790,10,0.02945829264996802,0.7177547084761327,0.8944163976984205,12,2.5299652882521714e-07,1.2832282100340733,2.2741455070119323
41,0.8338611802820199,TrialState.COMPLETE,562,8,0.035217191022067496,0.8451881384896819,0.7855449046759251,8,1.370940870134649e-06,0.0726173329327027,0.057280072559634694
42,0.8367814963169965,TrialState.COMPLETE,672,7,0.042527244466402415,0.7980254140787069,0.7252727382709263,6,2.2892031565498536e-06,0.3451726546893271,0.5996024097831193
