representation_id,group,mean,sample_sd,ci95_low,ci95_high,n_seeds
A+B+C,A,0.3557987451553345,0.0142707046762307,0.3380793249298606,0.3735181653808084,5
A+B+C,B,0.3710348308086395,0.0143383505176558,0.35323141717724,0.388838244440039,5
A+B+C,C,0.2731664538383483,0.0024883313617035,0.2700767823709197,0.276256125305777,5
