representation_id,group,mean,sample_sd,ci95_low,ci95_high,n_seeds
A+B+C,B1,0.1454646855592727,0.0142334085100984,0.1277915746405564,0.1631377964779891,5
A+B+C,B2,0.1333692654967308,0.0095054203802704,0.1215667272227567,0.1451718037707049,5
A+B+C,B3,0.0922008827328682,0.0083919392803413,0.0817809138533562,0.1026208516123801,5
