cutoff,model,metric,estimate,ci95_low,ci95_high,bootstrap_unit,replicates,bootstrap_seed
2023,Chemistry + Site + Context,rmse,1.7484566781717175,0.9901429337454019,1.8695623590459505,peptide family,2000,20260717
2023,Chemistry + Site + Context,mae,1.268297391812835,0.7417047788478116,1.4007392599758555,peptide family,2000,20260717
2023,Chemistry + Site + Context,spearman,0.11304584989254796,0.02893273288728527,0.7051601177594597,peptide family,2000,20260717
2023,ECFP,r2,-0.38409218274925094,-0.98783758408163,0.2284814812282935,peptide family,2000,20260717
2023,ECFP,rmse,1.59344526014454,1.0691687473448135,1.6617638855123968,peptide family,2000,20260717
2023,ECFP,mae,1.167244146747589,1.0227018365944032,1.2121984754270572,peptide family,2000,20260717
2023,ECFP,spearman,-0.02828307505869086,-0.409217689286375,0.8220709464460473,peptide family,2000,20260717
2023,RDKit,r2,-0.849685748204426,-1.3910000614836926,-0.015933668011197506,peptide family,2000,20260717
2023,RDKit,rmse,1.8420593380302634,1.074737616222286,1.9247741443164426,peptide family,2000,20260717
2023,RDKit,mae,1.372458605706312,0.9446133883574196,1.4438184403886245,peptide family,2000,20260717
2023,RDKit,spearman,-0.24695752776354124,-0.5112929255929434,0.4515696310140925,peptide family,2000,20260717
2023,Sequence,r2,-1.4158029258997518,-6.750460415595768,-0.6339211981795144,peptide family,2000,20260717
2023,Sequence,rmse,2.10516137096187,1.563408089295309,2.30332401471381,peptide family,2000,20260717
2023,Sequence,mae,1.61882710070252,1.0000847993887565,1.766020428818428,peptide family,2000,20260717
2023,Sequence,spearman,-0.20876301777809952,-0.44106492161873045,0.4774882240776313,peptide family,2000,20260717
