split,feature_set_id,seed,metric,estimate,ci95_low,ci95_high,bootstrap_unit,replicates,seed_bootstrap,interval
sequence_cluster,A,0,r2,0.22813905029428327,0.1506282423099191,0.5023545717071567,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,0,rmse,0.9456388509832432,0.6894592814533562,1.016706130829439,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,0,mae,0.6459083720989245,0.541643477408392,0.6779865556601018,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,0,spearman,0.5925409333146114,0.5355076696887907,0.7673911934379218,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,1,r2,0.2503046010587793,0.1623372408196224,0.5497682539940959,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,1,rmse,0.9319619783559616,0.6468286563782297,1.0105180291433589,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,1,mae,0.5796050117033351,0.4809240947766841,0.6098168184880963,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,1,spearman,0.5789988683862402,0.49745407822990945,0.8052640820388287,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,2,r2,0.25327268486203747,0.18048253014497714,0.502287617564623,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,2,rmse,0.9301153053504259,0.6940613885401967,0.9991391955849249,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,2,mae,0.6090837082387294,0.5281445823849723,0.6396644635388418,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,2,spearman,0.593257756656907,0.5348329940256425,0.7639595696876917,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,3,r2,0.24882187337838824,0.17230056526144555,0.5097450462115213,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,3,rmse,0.932883127968619,0.6734383082506007,1.0076101754681328,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,3,mae,0.5990779427792768,0.5056189896143605,0.6304011654657655,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,3,spearman,0.585263362234574,0.5222518668351266,0.7758820702955235,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,4,r2,0.23673909862389508,0.15820746341365446,0.5143646025906153,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,4,rmse,0.9403559564217226,0.6831170628405858,1.0103151502488825,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A,4,mae,0.593092602364469,0.5036171682692664,0.6205687348921016,held-out 70% sequence cluster,2000,20260717,percentile
