number,value,state,param_n_estimators,param_max_depth,param_learning_rate,param_subsample,param_colsample_bytree,param_min_child_weight,param_reg_alpha,param_reg_lambda,param_gamma
0,0.9148596986133724,TrialState.COMPLETE,893,2,0.008871423347214703,0.699834736578437,0.654224321768823,16,1.2529065003142208,1.262397992694555e-07,1.9703648894832027
1,0.8433240307721322,TrialState.COMPLETE,1395,4,0.009200998711773609,0.6929525978281452,0.7629718190337185,19,0.0003176981814966272,0.011334538065381239,0.5973175643349926
2,0.8765433797970466,TrialState.COMPLETE,270,4,0.016775379518712812,0.9024317054735672,0.7283737350612794,9,4.425658227214302,8.614858267626275e-07,2.609609471955352
3,0.8770374404066912,TrialState.COMPLETE,207,2,0.10613492683720392,0.5923204283147174,0.9978253254405143,15,4.1360428377182116e-08,0.022709875186973635,3.9684154074301436
4,0.8387325043243126,TrialState.COMPLETE,1776,6,0.02500633417638002,0.6673456432264999,0.6511770635848114,10,0.0003948404631930044,9.899591498490822e-08,1.8142465750152548
5,0.8615088185410202,TrialState.COMPLETE,1091,8,0.017708845674860366,0.8281625281828796,0.6124953188891318,13,0.020070200172659706,0.00012923214262479296,5.413069219845433
6,0.8633010793615881,TrialState.COMPLETE,1891,2,0.01738012884152263,0.6885908858117529,0.9339873446117805,15,2.7947774932692526e-06,4.09874975037916e-06,0.4325991988251987
7,0.8364980720043814,TrialState.COMPLETE,1365,10,0.11320605370044019,0.9296069203703523,0.5391262961262318,15,0.01284533061923817,0.8231421911009965,0.12152184496017848
8,0.8934521880706797,TrialState.COMPLETE,541,4,0.00964733505561949,0.8649575090395671,0.6299180718478521,10,1.5012737504132383e-05,0.702108299754134,9.067807260805054
9,0.8584033215446227,TrialState.COMPLETE,2000,2,0.04422143605549567,0.987656816497615,0.7394876614812735,15,0.009327728092274537,0.001121491509950617,0.8532526357870973
10,0.8920807293652653,TrialState.COMPLETE,1485,10,0.18495813604798123,0.5442090121928227,0.5254239561693026,2,1.2613501218161326e-08,83.7337219057606,7.504517846268759
11,0.8526017839262535,TrialState.COMPLETE,1628,7,0.046750215185780604,0.7844701223548076,0.5179356975735325,7,0.006518072678305822,28.454389708745886,3.1091267895681547
12,0.8628385868478472,TrialState.COMPLETE,1166,10,0.050992153502000245,0.9510687195194054,0.5826068253186786,20,0.0002638389334596756,2.4428936457537323e-05,4.594647653875903
13,0.842920906862543,TrialState.COMPLETE,1715,7,0.10245872683590299,0.7686508052049335,0.8560186910095416,5,0.13158083741593737,1.903032369354023e-08,1.7403497848254958
14,0.8380889554857434,TrialState.COMPLETE,1310,8,0.027210159978372072,0.6016429220990189,0.6778053834657539,12,0.00022194689987922636,0.8521932224305162,0.007834521625252222
15,0.8351467511602805,TrialState.COMPLETE,1245,9,0.0055606918379742945,0.5284152830045603,0.8415596109454604,12,1.6818844172795913e-05,1.6315776686036179,0.16684013081649676
16,0.8463548507756234,TrialState.COMPLETE,885,9,0.16079674527343774,0.5145574938273619,0.8321760026252026,18,9.034567779124264e-06,2.26044757521835,0.025249560545111238
17,0.8395962159692631,TrialState.COMPLETE,944,9,0.08131279587359119,0.7760343282081307,0.8513933326648848,13,1.0560864197627486e-06,0.10515191264625483,1.3222146093321092
18,0.8509910468420474,TrialState.COMPLETE,1538,10,0.005642745303416982,0.9081594635044967,0.9134630547617512,6,2.3595993680853388e-07,6.597225628738847,3.218929040638913
19,0.8789686543613857,TrialState.COMPLETE,690,9,0.00509930137187248,0.623904513847795,0.7817143518516979,17,0.2514416858369712,0.052119327324095736,6.032976765585525
20,0.8899870535977052,TrialState.COMPLETE,1247,8,0.06985025522091183,0.9970246727526507,0.5720144800477097,12,5.497798585321598e-05,0.0014086911800720795,9.931152465889264
21,0.8332773657058797,TrialState.COMPLETE,1342,8,0.029246013272435655,0.5701633769084141,0.6785889857869303,12,0.002387349114143117,0.5625354497221341,0.10297854312071833
22,0.8439735554476748,TrialState.COMPLETE,1067,9,0.03475809018659159,0.501325601578328,0.7002603035015875,9,0.0012309897633186987,0.19097779983000582,1.1194139228748259
23,0.8457091123989322,TrialState.COMPLETE,1403,7,0.014444143640303697,0.5533817869944685,0.8093070087556781,13,0.09012425875804471,16.1684598766814,2.4347909991077965
24,0.8420348990887988,TrialState.COMPLETE,1275,6,0.1256457951082884,0.5537882331922549,0.5537851973878852,12,0.0028793172052106425,2.063925210492556,1.0517625035964515
25,0.8364688682915031,TrialState.COMPLETE,1558,10,0.05973794621554757,0.6299925845644965,0.7022042788907434,14,3.860513131868983e-05,0.004072787194436833,0.12335527119033257
26,0.839855650649846,TrialState.COMPLETE,1571,8,0.0727939345078863,0.6364157062408142,0.705591022170467,11,3.192138537460976e-05,0.0036850978634502384,1.4632626147519157
27,0.8467355379503562,TrialState.COMPLETE,1681,9,0.02597596165557003,0.5764283184745362,0.8887185245030237,7,2.1696984881736195e-06,0.00011398667812850583,2.42361779665637
28,0.8380939304824018,TrialState.COMPLETE,1813,6,0.056812350180954416,0.6325762011198929,0.7920408715727542,14,6.562486327701778e-05,0.1450941999459859,0.7717457825196297
29,0.8423507311316638,TrialState.COMPLETE,792,10,0.006592183906217065,0.7344307931898406,0.9678479844726391,16,5.05772560445458e-07,0.007388646140634755,2.035363843890081
30,0.8531063371759633,TrialState.COMPLETE,1045,8,0.011269765000602894,0.653767110362689,0.669036825771056,17,0.0012472263781338883,0.0005474179667206737,3.6395569751608012
31,0.847298007617972,TrialState.COMPLETE,1469,10,0.1328419679401401,0.5260527470809282,0.599991023545073,14,0.03348720417677053,5.21117947180708,0.030375615565023634
32,0.8387311698348252,TrialState.COMPLETE,1347,9,0.0834515825064817,0.7267027827408495,0.6352164187821128,16,0.46150160161344506,0.4795980557729576,0.5534034454868522
33,0.8417435782370554,TrialState.COMPLETE,1405,10,0.03303573368332793,0.5773231779469604,0.733596145632655,11,3.232804418275341,0.022258886185359854,0.5569663038650127
34,0.8409063656460595,TrialState.COMPLETE,1223,9,0.05820628214525272,0.6054796828194206,0.5057060271912888,9,6.144155851227547e-06,0.33358170256101316,1.410176749506645
35,0.8445716364756908,TrialState.COMPLETE,1184,10,0.09954834872523954,0.825669274061581,0.7675580430119491,14,0.0011297044072186733,0.03662494456723469,0.031214343601979166
36,0.8454114362483647,TrialState.COMPLETE,1596,8,0.00774184620405096,0.6710177863960437,0.5466096198424888,19,9.808582751447213e-05,21.226467093599933,2.048793622725981
37,0.8366920569369146,TrialState.COMPLETE,1443,7,0.03952949117524337,0.5361535801154578,0.6990188152652963,16,1.617860628841011e-07,2.8912065302820524,0.6427824070731865
38,0.8418542929273343,TrialState.COMPLETE,963,9,0.02230406672200173,0.5756772959520541,0.8940422583856247,10,0.02130196333656057,0.014204295607817403,1.1376599313799276
39,0.8926722807334259,TrialState.COMPLETE,375,5,0.011099235595559174,0.9014376680985396,0.6150641729307671,14,0.0005604345352963274,86.3910628168891,1.70617465112131
40,0.8549933892275825,TrialState.COMPLETE,1823,3,0.1342622377275911,0.7194770481699987,0.7502706079689115,15,0.004164891594673244,5.865775460058781e-07,2.8408618483244403
41,0.8366112137949331,TrialState.COMPLETE,1439,8,0.03369102760941566,0.5339755059863058,0.6955761967499519,17,9.768501795968646e-08,1.694526876017534,0.5158873303475555
42,0.8327293208015323,TrialState.COMPLETE,1300,8,0.020908171211225696,0.5586588614682966,0.6469477524350575,19,7.389937291462721e-08,1.317517587168185,0.5042046503906757
43,0.8364922505002186,TrialState.COMPLETE,1146,10,0.020293221647937218,0.5606035805816837,0.6507680110405792,19,1.825972931950885e-05,10.456141570735035,0.3757178264307143
44,0.8412394493020703,TrialState.COMPLETE,1136,9,0.01410597882327928,0.6080766542172896,0.6503871803213164,20,1.4675805851290918e-08,11.51781026051146,0.7592058171707604
45,0.8461832134623561,TrialState.COMPLETE,1010,7,0.02279975903131542,0.5655245630503126,0.6596053169005145,19,3.7269337142150582e-06,0.08062822903946357,2.0431755260679707
46,0.8378521159080472,TrialState.COMPLETE,1316,10,0.019052718650345225,0.5927808147672009,0.7194766826514097,18,2.1701801566286576e-05,45.42268781137857,0.3443208372750308
47,0.8362069047453521,TrialState.COMPLETE,1116,8,0.020383358332506728,0.5105249034403041,0.5904051415065873,1,4.3042102376462895e-08,1.0381565592464652,1.014578297595859
48,0.8413659411387321,TrialState.COMPLETE,841,8,0.028363182560016305,0.5048025117663132,0.5903936255900097,1,3.7198209451627304e-08,1.0427737421047223,1.007715557033257
49,0.8375261677573004,TrialState.COMPLETE,1531,7,0.013865691156472392,0.5290866527456257,0.6151393624729238,4,6.361657999350743e-07,1.3533306444367905e-05,1.5991407836685059
