representation_id,seed,feature,subblock,mean_absolute_shap,proportion
B,2,anchor_polar_frac,B3,0.015021096915006638,0.011286400258541107
B,2,anchor_aromatic_frac,B3,0.047371815890073776,0.03559375926852226
B,2,anchor_small_frac,B3,0.05106906220316887,0.03837175667285919
B,2,anchor_proline_frac,B3,0.037786807864904404,0.028391871601343155
B,2,anchor_terminal_frac,B3,0.011040795594453812,0.008295722305774689
B,2,anchor_n_terminal_count,B3,0.012243671342730522,0.009199526160955429
B,2,anchor_c_terminal_count,B3,0.0922902300953865,0.06934410333633423
B,3,anchor_count_total,B1,0.06016894429922104,0.05892322584986687
B,3,anchor_count_unique,B1,0.015464701689779758,0.015144525095820427
B,3,anchor_density,B1,0.03179725259542465,0.031138932332396507
B,3,anchor_pos_mean,B1,0.06545975059270859,0.06410448998212814
B,3,anchor_pos_std,B1,0.11997312307357788,0.11748923361301422
B,3,anchor_pos_range,B1,0.07715419679880142,0.07555682212114334
B,3,anchor_res_A,B2,0.07074756175279617,0.06928282231092453
B,3,anchor_res_C,B2,9.515351848676801e-05,9.318348747910932e-05
B,3,anchor_res_D,B2,0.02502063475549221,0.02450261451303959
B,3,anchor_res_E,B2,1.824210812628735e-05,1.786442953743972e-05
B,3,anchor_res_F,B2,0.038393255323171616,0.037598371505737305
B,3,anchor_res_G,B2,0.02214871160686016,0.02169015072286129
B,3,anchor_res_H,B2,0.0,0.0
B,3,anchor_res_I,B2,0.006464969366788864,0.006331120617687702
B,3,anchor_res_K,B2,0.00023224046162795275,0.00022743221779819578
B,3,anchor_res_L,B2,0.11301042139530182,0.11067068576812744
B,3,anchor_res_M,B2,8.779511517786887e-06,8.597743544669356e-06
B,3,anchor_res_N,B2,8.109333975880872e-06,7.941440344438888e-06
B,3,anchor_res_P,B2,0.07931196689605713,0.07766991853713989
B,3,anchor_res_Q,B2,7.79742476879619e-05,7.635989459231496e-05
B,3,anchor_res_R,B2,0.00011001896200468764,0.0001077411652659066
B,3,anchor_res_S,B2,0.006168052554130554,0.006040350999683142
B,3,anchor_res_T,B2,0.006767363287508488,0.006627253722399473
B,3,anchor_res_V,B2,0.01682433672249317,0.016476010903716087
B,3,anchor_res_W,B2,0.00010021537309512496,9.814054646994919e-05
B,3,anchor_res_Y,B2,0.001651856815442443,0.0016176572535187006
B,3,anchor_hydrophobic_frac,B3,0.04236255958676338,0.041485495865345
B,3,anchor_charged_frac,B3,0.0025654572527855635,0.0025123427622020245
B,3,anchor_polar_frac,B3,0.013390426523983479,0.013113195076584816
B,3,anchor_aromatic_frac,B3,0.020030682906508446,0.01961597427725792
B,3,anchor_small_frac,B3,0.03957023099064827,0.03875098004937172
B,3,anchor_proline_frac,B3,0.004878135863691568,0.004777140449732542
B,3,anchor_terminal_frac,B3,0.007246024906635284,0.007096005138009787
B,3,anchor_n_terminal_count,B3,0.0031076548621058464,0.0030433149076998234
B,3,anchor_c_terminal_count,B3,0.13081243634223938,0.12810413539409637
B,4,anchor_count_total,B1,0.08665524423122406,0.05595702305436134
B,4,anchor_count_unique,B1,0.04581068456172943,0.029581932350993156
B,4,anchor_density,B1,0.06047408655285835,0.03905072063207626
B,4,anchor_pos_mean,B1,0.11461776494979858,0.07401362806558609
B,4,anchor_pos_std,B1,0.2055165320634842,0.13271087408065796
B,4,anchor_pos_range,B1,0.11294769495725632,0.07293519377708435
B,4,anchor_res_A,B2,0.13112801313400269,0.08467500656843185
B,4,anchor_res_C,B2,0.0,0.0
B,4,anchor_res_D,B2,0.02730078063905239,0.017629289999604225
B,4,anchor_res_E,B2,0.0,0.0
B,4,anchor_res_F,B2,0.0728825107216835,0.047063376754522324
B,4,anchor_res_G,B2,0.047140974551439285,0.030440958216786385
B,4,anchor_res_H,B2,0.0,0.0
B,4,anchor_res_I,B2,0.006638913881033659,0.004287032410502434
B,4,anchor_res_K,B2,0.0,0.0
B,4,anchor_res_L,B2,0.11174409091472626,0.07215797156095505
B,4,anchor_res_M,B2,0.0,0.0
B,4,anchor_res_N,B2,0.0,0.0
B,4,anchor_res_P,B2,0.09040006250143051,0.05837521329522133
B,4,anchor_res_Q,B2,0.0,0.0
B,4,anchor_res_R,B2,0.0,0.0
B,4,anchor_res_S,B2,0.00819434318691492,0.005291440524160862
B,4,anchor_res_T,B2,0.0104791559278965,0.00676684221252799
B,4,anchor_res_V,B2,0.015735918655991554,0.01016136072576046
B,4,anchor_res_W,B2,0.0,0.0
B,4,anchor_res_Y,B2,0.002783529693260789,0.0017974450020119548
B,4,anchor_hydrophobic_frac,B3,0.09332917630672455,0.06026666983962059
B,4,anchor_charged_frac,B3,0.017217416316270828,0.01111802738159895
B,4,anchor_polar_frac,B3,0.012730487622320652,0.008220624178647995
B,4,anchor_aromatic_frac,B3,0.04806714504957199,0.031039025634527206
B,4,anchor_small_frac,B3,0.06979750096797943,0.045071251690387726
B,4,anchor_proline_frac,B3,0.019384000450372696,0.012517084367573261
B,4,anchor_terminal_frac,B3,0.01578325778245926,0.010191929526627064
B,4,anchor_n_terminal_count,B3,0.011311020702123642,0.00730401324108243
B,4,anchor_c_terminal_count,B3,0.11053312569856644,0.0713760033249855
A+B,0,mol_weight,A,0.08598848432302475,0.04737074300646782
A+B,0,logp,A,0.21102198958396912,0.11625124514102936
A+B,0,tpsa,A,0.12075695395469666,0.06652456521987915
A+B,0,num_h_acceptors,A,0.03180165961384773,0.01751941815018654
A+B,0,num_h_donors,A,0.08290276676416397,0.04567083343863487
A+B,0,num_rotatable_bonds,A,0.10272285342216492,0.05658964812755585
A+B,0,num_aromatic_rings,A,0.03839898481965065,0.02115386165678501
